,ID,type,name,Vermin,stars,votes,safety
68730,120835870,Boulder,South Crack,V0-,3.0,1,
68744,118270656,Boulder,There Will Be Blood Stand,V7,2.5,2,
68746,120169842,Boulder,Meet Me Underwater,V1,2.5,2,
68774,119766658,Boulder,Crack F - Fingers to Hands,V2-,2.0,1,
68775,119766360,Boulder,Crack A,V1,2.0,1,
68777,118270696,Boulder,Yucca,V6,2.0,1,
68778,118203923,Boulder,Year of the Metal Rat,V8,2.0,1,
68789,119719804,Boulder,Professor Poopypants,V0-1,1.7,3,
68794,119766412,Boulder,Crack B - Flaring Seam,V4,1.0,1,
68889,112061658,Boulder,MSB Crack,V4,5.0,2,
68902,112061690,Boulder,Fa-Fa-Face,V6,5.0,1,
68944,112011341,Boulder,Rampart Rebel,V4,4.5,2,
68978,112006525,Boulder,Reigning Champ,V2,3.9,8,
68985,112008957,Boulder,Giraffe,V3,4.0,4,
69018,112006584,Boulder,Comeback Kid,V4-5,4.0,2,
69022,112029439,Boulder,Matt Damon Arete,V5,4.0,2,
69023,112029451,Boulder,Frosted Flakes,V3,4.0,2,
69051,112006753,Boulder,Uppercut,V7+,4.0,1,
69054,113766650,Boulder,First Encounter,V2,4.0,1,
69055,112032062,Boulder,Defiance Project,V4,4.0,1,
69056,112032010,Boulder,Pyro Project,V4+,4.0,1,
69057,112061736,Boulder,The Clipper (Stand),V2+,4.0,1,
69058,112027859,Boulder,Undercling Problem,V4-5,4.0,1,
69060,112027782,Boulder,Bacon!,V2,4.0,1,
69061,112045020,Boulder,Whale of a Fish,V2-3,4.0,1,
69062,112044997,Boulder,Fish Story,V3,4.0,1,
69064,112032155,Boulder,Reach for the Sky,V4+,4.0,1,
69108,106566005,Boulder,Afternoon Beers (AKA Camp 11 Roof),V1,3.7,3,
69109,112008966,Boulder,Longneck,V4,3.7,3,
69152,112061718,Boulder,The Morning After,V3,3.5,2,
69154,112006707,Boulder,Rope-a-dope Traverse,V3,3.5,2,
69155,112008941,Boulder,Slippery Salamander,V3,3.5,2,
69156,112008895,Boulder,Sidewinder,V2,3.5,2,
69159,112011315,Boulder,Grenade,V3,3.5,2,
69164,107216012,Boulder,Slabmaster,V1-2,3.5,2,PG13
69269,112006656,Boulder,Below the Belt,V0,3.0,2,
69270,112008838,Boulder,As God Intended,V4,3.0,2,
69271,112006668,Boulder,Dead Ringer,V0,3.0,2,
69273,112011308,Boulder,Machete,V7+,3.0,2,
69275,112006644,Boulder,Haymaker,V2,3.0,2,
69276,112008924,Boulder,Rocklobster,V2,3.0,2,
69277,112011369,Boulder,Flashbang,V2,3.0,2,
69278,112011356,Boulder,Double Barrel,V1,3.0,2,
69338,114507324,Boulder,Shaolin Style,V10,5.0,3,
69341,105979995,Boulder,Camp 2 3,V4,5.0,3,
69345,114091197,Boulder,Temper Tantrum,V12-,5.0,2,
69347,105761952,Boulder,Triangle Face,V2,5.0,2,
69349,118599570,Boulder,Tiger Style,V14,5.0,1,
69350,120276905,Boulder,Bryans High Traverse Crack,V2,5.0,1,PG13
69352,105759294,Boulder,Northeast Arete (West Twin),V4,5.0,1,
69353,107165055,Boulder,Glimpse of Perfection,V8,5.0,1,
69410,105917947,Boulder,Anger Management,V11,4.0,5,
69429,117024131,Boulder,Tabasco Cruise,V5,4.0,2,
69431,106374184,Boulder,Kerosene Milkshake,V6,4.0,2,R
69449,117024060,Boulder,Icarus Has Fallen,V6,4.0,1,
69450,119165051,Boulder,Camp 2 3.5,V3,4.0,1,
69451,119118482,Boulder,Luminosity,V7,4.0,1,R
69455,119307267,Boulder,Compression Dyno (stand start),V3,4.0,1,
69457,112424009,Boulder,In Your Head,V1,4.0,1,
69466,105980015,Boulder,Camp 2 4,V3,4.0,1,
69467,105980036,Boulder,Camp 2 6,V4,4.0,1,
69468,105980025,Boulder,Camp 2 5,V0,4.0,1,
69470,105980046,Boulder,Camp 2 7,V0,4.0,1,
69471,105980055,Boulder,Camp 2 8,V3,4.0,1,
69540,105980066,Boulder,Camp 2  2,V2,3.0,2,
69548,113782751,Boulder,Tricks of the Trade,V10-11,3.0,1,
69549,119118301,Boulder,Dab Evasion,V4-,3.0,1,
69550,117024183,Boulder,Thorns In Strange Places,V2-3,3.0,1,
69551,119307379,Boulder,Out of the Cave,V2,3.0,1,PG13
69553,106144965,Boulder,The Becoming,V10,3.0,1,
69554,107221109,Boulder,V9,V9,3.0,1,
69557,107221078,Boulder,Inganno,V1+,3.0,1,
69560,107221059,Boulder,V1,V1,3.0,1,
69564,105980061,Boulder,Camp 2 9,V3,3.0,1,
69565,105756511,Boulder,North Face V5 (East Twin),V5,3.0,1,
69566,107148345,Boulder,State of Love and Trust,V2,3.0,1,
69568,105756514,Boulder,North Face Center (East Twin),V1,3.0,1,
69570,105762192,Boulder,The Armpit,V0,3.0,1,
69571,105762183,Boulder,The Railing,V0,3.0,1,
69572,105756517,Boulder,Northwest Arete (East Twin),V4,3.0,1,
69573,105762186,Boulder,Lefty Direct,V1,3.0,1,
69574,105762189,Boulder,The Shocker,V1,3.0,1,
69580,105979991,Boulder,Camp 2  1,V0,2.6,5,
69597,117608379,Boulder,Sir Scoops-a-Lot,V0,2.0,1,
69617,118926161,Boulder,The Bourbon Legend,V6,5.0,9,
69626,118800027,Boulder,Sleep,V4,4.8,6,
69632,119168672,Boulder,Rye Not?,V6-7,5.0,2,
69638,119275308,Boulder,Liquid Sunshine,V6-7,5.0,1,
69648,118926444,Boulder,Unnamed Crack #69,V1,4.7,6,
69649,119200525,Boulder,Intoxication,V4,4.8,4,
69651,118926134,Boulder,Barley Made It,V3,4.8,4,
69673,119435643,Boulder,Unnamed Crack #420,V0-,4.5,2,
69677,118859236,Boulder,Wild Turkey,V3,4.3,3,
69696,118852168,Boulder,Hair of the Dog,V0,3.8,6,
69704,118933522,Boulder,Montana Margarita,V2,4.0,2,
69715,119416735,Boulder,Sobriety Test,V1,4.0,1,R
69717,116957237,Boulder,Platte Rat,V5,4.0,1,
69730,120617820,Boulder,Unnamed Route,V2-,4.0,1,
69780,118926548,Boulder,The Dregs,V2,3.0,2,
69790,118926124,Boulder,Bruce Ash-Lee,V3,3.0,1,
69801,118799842,Boulder,That Thing You Do With Your Tongue,V3,3.0,1,
69804,119587274,Boulder,Last Call,V0-,3.0,1,
69830,118802274,Boulder,South Platte Swinger's Party,V0,2.8,4,
69835,118926419,Boulder,Bottom of the Barrel,V1,2.5,2,
69839,119586904,Boulder,Slappy Hour,V0,2.3,3,
69853,119200030,Boulder,Highball,V0,2.0,1,R
69872,119435721,Boulder,The Ol' Flippy Dippy,V3,1.0,1,
70058,105759561,Boulder,Conspiracy,V4,3.5,2,
70078,115681426,Boulder,Tyrion's Short Journey,V0-,3.0,3,
70093,108621382,Boulder,Daddy Can Climb,V1,3.0,2,
70107,105759558,Boulder,Blood Pebble,V3,3.0,1,
70121,107610413,Boulder,Dynamic Crimp,V1-2,2.0,1,
70159,106015668,Boulder,Short and Sweet,V2,3.6,36,
70169,119998044,Boulder,Silver Spoon,V12,5.0,1,
70170,119998002,Boulder,Silver Spoon Stand,V8,5.0,1,
70171,119998124,Boulder,Watchtower,V9,5.0,1,
70180,111697788,Boulder,Milligan's Traverse,V4,4.5,2,
70209,111700891,Boulder,Wang Tongue Right,V5,4.0,1,
70255,111700881,Boulder,Wang Tongue Left,V4,3.0,1,
70276,105943347,Boulder,V3 aka Big Air,V4,4.5,17,
70277,106232938,Boulder,Into Thin Air,V7,5.0,3,
70278,105749593,Boulder,The Pit of Despair,V0,5.0,1,R
70280,106232931,Boulder,Left Arete,V4-,4.2,9,
70282,106396466,Boulder,Two Shakes,V6,4.3,3,
70283,106232927,Boulder,Air Jordan,V6,3.9,7,
70285,107322449,Boulder,Middle Line,V6,4.0,3,
70286,118037536,Boulder,V4 Face,V4,4.0,2,
70287,118811894,Boulder,Unknown 3,V0,4.0,2,
70288,108126656,Boulder,South Slabs,V1,4.0,2,
70289,120235184,Boulder,The Board Within,V9,4.0,1,
70290,118987240,Boulder,The Dish,V2+,4.0,1,
70291,106232948,Boulder,Project?,V11,4.0,1,
70292,106353485,Boulder,Unknown 1,V2,3.8,5,
70293,106353465,Boulder,Unknown 1,V1-2,3.7,6,
70294,106685522,Boulder,This Thing,V3,3.8,4,
70297,108991295,Boulder,Chimney Traverse,V0-1,3.7,3,
70298,106442959,Boulder,Unknown,V2,3.7,3,
70299,108193065,Boulder,Crimp Face,V2,3.5,6,
70300,106353509,Boulder,Unknown,V0,3.2,10,
70301,106364510,Boulder,Slab Problem,V0,3.5,4,
70302,106353492,Boulder,Unknown 2,V0,3.5,4,
70305,106232956,Boulder,No Name,V3,3.5,2,
70306,107469001,Boulder,Tonsils Middle Route,V0,3.5,2,
70307,106353430,Boulder,Unknown 2,V1,3.1,9,
70308,106353422,Boulder,Unknown,V0,3.0,11,
70309,106232965,Boulder,Little Air,V0,3.1,7,
70310,106758725,Boulder,Coral Left,V2,3.3,3,
70311,106758720,Boulder,Coral Right,V1,3.3,3,
70315,108991141,Boulder,Coral Crack,V0-1,3.3,4,
70316,107322496,Boulder,Horizontal Central,V3,3.3,4,
70317,106353395,Boulder,Unknown,V2,3.2,5,
70319,108193073,Boulder,Arete,V1-2,3.0,3,
70320,106439871,Boulder,Lip My Stocking,V3,3.0,3,
70321,118811940,Boulder,Sloper Love,V2,3.0,2,
70324,106443420,Boulder,Unknown Roof,V2,3.0,2,
70325,118198950,Boulder,Laavutate,V4,3.0,1,
70326,119149351,Boulder,Unknown Face,V0,3.0,1,
70327,119149439,Boulder,Easy Crystals,V0,3.0,1,
70328,118668329,Boulder,Low Start,V5,3.0,1,
70329,118811948,Boulder,Crack,V0,3.0,1,
70334,108126500,Boulder,North Face,V1,3.0,1,
70336,108126530,Boulder,South Face Crack,V2,3.0,1,
70337,108193077,Boulder,East Side V1,V1,2.8,5,
70338,108126510,Boulder,West Arete,V2,3.0,1,
70339,106232943,Boulder,Scarry,V5,3.0,1,
70340,106439883,Boulder,Pretty Pretty Princess,V1,3.0,1,
70343,106396486,Boulder,Crack'n the Lowe Ball,V5,2.5,2,
70345,106353445,Boulder,Low Crack aka Unknown 3,V2,2.0,5,
70347,118198980,Boulder,Adironback,V0,2.0,1,
71699,107990173,Boulder,When Doves Cry,V4,4.8,6,
71709,113695083,Boulder,Bulldog,V8,5.0,2,
71712,105868107,Boulder,Dreams,V3+,4.5,11,
71772,118064022,Boulder,Ghetto Methods,V10,4.5,4,
71800,105883494,Boulder,Sugar High,V2,4.5,2,
71811,105868029,Boulder,Now I'm Nothing,V3,4.1,8,X
71819,109499201,Boulder,Big Toe Arete,V0+,4.2,6,PG13
71821,118064117,Boulder,Covert Methods,V10,4.2,5,
71832,111184533,Boulder,Dangatang,V2,4.0,7,
71833,109499279,Boulder,In The Middle,V0+,4.0,7,
71843,106566425,Boulder,Periscope,V3,4.4,76,
71844,106734511,Boulder,Ranger Rick (Sit),V4,3.9,63,
71845,106483563,Boulder,True Grit,V5,4.3,52,
71846,106564590,Boulder,Front Man,V5,4.7,35,
71847,106779712,Boulder,Indian Outlaw,V3,4.0,42,
71848,106656174,Boulder,Thews,V6,4.9,16,
71849,107333030,Boulder,The Hive,V3,3.9,40,
71850,106935228,Boulder,Flying Spaghetti Monster,V7-,4.8,17,
71851,107315784,Boulder,Frisky Monkey,V6,4.5,15,
71852,106830441,Boulder,Bombsight,V3,3.5,35,
71853,107612757,Boulder,Moonlight Sonata,V3,5.0,5,
71854,106771841,Boulder,Cherokee Dihedral,V1,3.7,30,
71855,107913421,Boulder,A Boy Named Sue,V4,5.0,3,
71856,107290137,Boulder,Ballad of Love and Hate,V3-4,3.9,25,
71857,106537530,Boulder,Static Crack,V2-,3.3,36,
71858,106936181,Boulder,Lifestyles,V9,5.0,2,
71859,117061220,Boulder,Marshmellow,V1,5.0,2,
71860,109033147,Boulder,Panic Slab Direct,V0,5.0,2,PG13
71861,119372314,Boulder,One Short of a Set,V10,5.0,1,
71862,113067380,Boulder,Illuminati,V9,5.0,1,
71863,119499285,Boulder,Vagabond,V8,5.0,1,
71864,119382663,Boulder,National Treasure,V9,5.0,1,
71865,116848105,Boulder,Hinter Dagger,V8,5.0,1,
71866,119114325,Boulder,Flowstone,V4,5.0,1,
71867,119074933,Boulder,Knuckles to Knuckles,V2,5.0,1,
71868,112508243,Boulder,Key To The Castle,V8-9,5.0,1,
71869,117120685,Boulder,Stunt Pumpkin,V1,5.0,1,
71870,117120630,Boulder,Chomper,V2,5.0,1,
71871,119155584,Boulder,Smooth Arete,V6,5.0,1,
71872,117120934,Boulder,Thriller,V6,5.0,1,
71873,119094267,Boulder,Rapid Redux,V7,5.0,1,
71874,109327925,Boulder,Outlaw,V11,5.0,1,
71875,108080013,Boulder,Folsom Prison,V3,5.0,1,PG13
71876,108927710,Boulder,Awenasa Roof,V10,5.0,1,
71877,112542633,Boulder,Death In The Afternoon,V4-5,5.0,1,
71878,113139723,Boulder,Deadly Dangerous Summer,V5-6,5.0,1,
71879,120441055,Boulder,Legend Line,V2,5.0,1,
71880,112542744,Boulder,Collective,V5,5.0,1,
71881,107640110,Boulder,Bad Moon Rising,V4,5.0,1,R
71882,106655560,Boulder,Cupola Project,V10,5.0,1,
71883,109077225,Boulder,Lindley's Line,V3,5.0,1,
71884,108434187,Boulder,Infinity Focus,V4-5,5.0,1,
71885,108020919,Boulder,Earthly Paradise,V4-5,5.0,1,
71886,109458693,Boulder,Grave Digger (Sit),V2-3,5.0,1,
71887,109509629,Boulder,Whodunit Crack,V1-2,5.0,1,
71888,108390265,Boulder,Hang Ten,V1,5.0,1,
71889,108390953,Boulder,Method,V6,5.0,1,
71890,107151198,Boulder,Silent Treatment,V7,5.0,1,
71891,120841448,Boulder,Mr. Stripey,V3,5.0,1,
71892,120841028,Boulder,Clear & Present Danger,V0-1,5.0,1,
71893,106761764,Boulder,Copperhead,V3,3.5,31,
71894,107350551,Boulder,Royal Jelly,V3,3.7,26,
71895,106704056,Boulder,Billy Budd,V4,4.6,9,
71896,107305945,Boulder,Eye of the Narwhal,V4,4.0,21,
71897,107349274,Boulder,Nancy with an E,V7,4.8,4,
71898,106815203,Boulder,Crazy Horse,V4,4.1,15,
71899,107372071,Boulder,Shang-High Knight,V6,4.3,12,
71900,107707889,Boulder,Sundance Kid,V3,4.6,5,
71901,106800744,Boulder,Fulgora,V8,4.7,3,
71902,107496463,Boulder,Never Have I Ever,V5,4.7,3,
71903,107198503,Boulder,Crooked Road,V3,4.7,3,
71904,107315774,Boulder,Foggy Mountain Fin,V1,4.0,14,
71905,107303206,Boulder,Crucifixion (of the Flesh),V6,4.5,6,
71906,106536630,Boulder,Blue Jet,V2-3,3.4,29,
71907,107333043,Boulder,Honeycomb,V0,3.5,26,
71908,106655536,Boulder,Robot Love,V0-1,3.8,19,
71909,106907144,Boulder,Ranger Rim,V0-1,3.3,29,
71910,107282573,Boulder,Strength In Numbers,V5,4.3,6,
71911,106761755,Boulder,Full Contact,V4,3.8,17,
71912,107062632,Boulder,Welcome Home,V1,4.3,6,
71913,107405123,Boulder,Strength of One,V8,4.5,2,
71914,108260414,Boulder,Pistol Grip Pump,V4,4.5,2,
71915,107282592,Boulder,Beastmaker,V7,4.5,2,
71916,107286613,Boulder,Apolune,V3,4.5,2,
71917,106968353,Boulder,Chronicles,V1,4.5,2,
71918,113155667,Boulder,Telescope,V4,3.9,13,
71919,107115203,Boulder,Street Fighter,V4,3.5,22,
71920,107844584,Boulder,Hades,V8,4.3,3,
71921,106873730,Boulder,Athos RIght,V5,4.3,3,
71922,106699542,Boulder,Cupola Press,V5,4.3,3,
71923,106919231,Boulder,Picewise,V2,4.3,3,
71924,107159882,Boulder,Ghost Dance,V7,4.3,4,
71925,107349045,Boulder,M.O.W (Mouth Of Wilson),V7,4.2,5,
71926,107147617,Boulder,Athos,V2+,4.2,5,
71927,107127016,Boulder,Russel's Teapot,V3,3.5,20,
71928,106480783,Boulder,Parlier's Problem,V7,4.0,8,
71929,106480968,Boulder,Front Man (stand start),V4,4.0,8,
71930,106655432,Boulder,Cap-Gun,V2,3.6,18,
71931,107349085,Boulder,Man-Child,V6,4.0,6,
71932,107349370,Boulder,Paladin,V6,4.0,6,
71933,107329189,Boulder,Mostly Harmless,V4,4.0,5,
71934,106546137,Boulder,Frites & Cassoulet,V9,3.9,7,
71935,107716712,Boulder,Pastafarian,V9,4.0,4,
71936,107733426,Boulder,Ranger Rick (Direct),V4,3.7,10,
71937,106655481,Boulder,Smooth Criminal,V7,4.0,4,
71938,106693351,Boulder,Tech-Tonic,V5,3.6,11,
71939,106709760,Boulder,Season Finale,V3,3.6,12,
71940,106546102,Boulder,Crimptonite,V6,4.0,3,
71941,107062638,Boulder,Dances With Wolves,V1+,4.0,3,
71942,107282523,Boulder,Abyss,V5+,4.0,3,
71943,107062644,Boulder,Luminary,V2,4.0,3,
71944,107198434,Boulder,Narcolepsy Crack,V2-3,4.0,3,
71945,107469286,Boulder,Follow The Rain,V1,4.0,3,
71946,107193105,Boulder,Life Is A House,V2,4.0,3,
71947,107349169,Boulder,Mr. Casual,V0,4.0,3,
71948,107282475,Boulder,Bi-Lingual,V1,3.0,23,
71949,108121905,Boulder,Loose Canon,V12-13,4.0,2,
71950,106802314,Boulder,Athos Arete,V5,3.8,6,
71951,106719016,Boulder,Reverie,V5,4.0,2,
71952,106656274,Boulder,Eaten Alive,V7,4.0,2,
71953,106777558,Boulder,Polaris,V6-,4.0,2,
71954,106960355,Boulder,Breaking Point,V7,4.0,2,
71955,107505931,Boulder,Equinox Arete,V4,4.0,2,
71956,108972366,Boulder,Josey Wales,V4,4.0,2,
71957,109521793,Boulder,Witches Fingers,V1,4.0,2,
71958,109092336,Boulder,Hinterland Express,V2,4.0,2,
71959,107291084,Boulder,Benadryl,V0,3.1,20,
71960,107142901,Boulder,Star Chaser Arête,V5,4.0,2,
71961,108896119,Boulder,Minty Fresh,V1,4.0,2,
71962,107303143,Boulder,Center Crack,V0,3.0,22,
71963,108259131,Boulder,Cold Light Crack,V4-5,4.0,2,
71964,108259103,Boulder,Daily Bread,V5-6,4.0,2,
71965,107907322,Boulder,Wild Wood,V2-3,4.0,2,
71966,108177686,Boulder,Pass The Pigs,V2,4.0,2,
71967,107496449,Boulder,Calcutta Crack,V1,4.0,2,
71968,107349098,Boulder,Matador,V4,4.0,2,
71969,106657268,Boulder,Salute,V4,4.0,2,
71970,107505901,Boulder,Huckleberry Arête,V1,4.0,2,
71971,106512008,Boulder,Volatile,V4,3.5,12,
71972,107505896,Boulder,Delorean Doors,V3,4.0,2,
71973,107252894,Boulder,Blood Line,V2,4.0,2,
71974,117745311,Boulder,Scooter,V3,4.0,1,
71975,109600239,Boulder,Colony,V2,3.2,19,
71976,107841727,Boulder,Cronus,V6,3.7,7,
71977,107382129,Boulder,Tigerside,V5,3.7,7,
71978,107291098,Boulder,Bicentennial Arete,V0,3.7,7,
71979,106655655,Boulder,Midnight Reverie Traverse Project,V12,4.0,1,
71980,110868484,Boulder,Freedom Fries,V10,4.0,1,
71981,117073776,Boulder,Guardian of the Dream Time,V8,4.0,1,
71982,107350570,Boulder,SLS Roof,V9,4.0,1,
71983,108121891,Boulder,Hyper Monster,V11,4.0,1,
71984,117061031,Boulder,Truth About Mother,V6,4.0,1,
71985,119446366,Boulder,Reclusive,V9,4.0,1,
71986,114611767,Boulder,Ranger Rick Link,V6,4.0,1,
71987,117586391,Boulder,"Take Me Home, Country Road",V6,4.0,1,
71988,113155520,Boulder,War & Peace,V7+,4.0,1,
71989,116848089,Boulder,Feast or Famine,V5,4.0,1,
71990,119342601,Boulder,Collectors Edition,V9,4.0,1,
71991,119342590,Boulder,", The Recluse",V8,4.0,1,
71992,119114129,Boulder,Under the Influence,V6,4.0,1,
71993,119212904,Boulder,Full Ride,V7,4.0,1,
71994,114593580,Boulder,Big Boy (Man-Child Right),V6-7,4.0,1,
71995,119074866,Boulder,Galaxy Knuckles,V9,4.0,1,
71996,119382700,Boulder,Diesel Power,V4,4.0,1,
71997,119212842,Boulder,Birds Aint Real,V4,4.0,1,
71998,107303807,Boulder,Drone,V3-4,3.1,19,
71999,117061315,Boulder,High & Mighty,V4,4.0,1,
72000,119382748,Boulder,Chemical Campus,V7,4.0,1,
72001,116848081,Boulder,.The Citadel,V5,4.0,1,
72002,117120731,Boulder,Mountain Maelstrom,V5,4.0,1,
72003,117120912,Boulder,Do it for the Thrill,V3-4,4.0,1,
72004,117120860,Boulder,Eagle Slab,V0,4.0,1,
72005,119447152,Boulder,Victory Arete,V4,4.0,1,
72006,119446340,Boulder,Trick Shot,V6,4.0,1,
72007,119074944,Boulder,Knuckles Up,V6,4.0,1,
72008,119212751,Boulder,Brass Knuckles,V4,4.0,1,
72009,117120788,Boulder,Eagle Roof,V3,4.0,1,
72010,117120750,Boulder,Schoolhouse,V5,4.0,1,
72011,117120646,Boulder,",The Dregs",V2,4.0,1,
72012,119114335,Boulder,Flow Arete,V5,4.0,1,
72013,117120804,Boulder,Eagle Arete,V3,4.0,1,
72014,110868494,Boulder,Fulgora Extension,V9,4.0,1,
72015,119382722,Boulder,Chemical Bears,V2,4.0,1,
72016,113067251,Boulder,Defiant,V8,4.0,1,
72017,119155174,Boulder,Quench,V3-4,4.0,1,
72018,111887041,Boulder,The Hive Dyno,V5,4.0,1,
72019,119037024,Boulder,Treasure Chest,V6,4.0,1,
72020,113629192,Boulder,The Scoop,V5,4.0,1,
72021,112861517,Boulder,Eastbound & Down,V4-5,4.0,1,
72022,112531408,Boulder,White Oleander,V11-12,4.0,1,
72023,114433203,Boulder,Nest Arete,V0,4.0,1,
72024,114433103,Boulder,",The Nest",V3,4.0,1,
72025,108260429,Boulder,Front Man (Left Exit),V8,4.0,1,
72026,108278385,Boulder,Strength Generator,V10,4.0,1,
72027,113659931,Boulder,Dream Thief,V8-9,4.0,1,
72028,113140052,Boulder,Kit-n-Caboodle,V3,4.0,1,
72029,113659902,Boulder,Worm Burden,V4,4.0,1,
72030,112861548,Boulder,Tony the Tiger,V5,4.0,1,
72031,113659834,Boulder,Kingdom Come,V1,4.0,1,
72032,107289867,Boulder,Thews (Low),V7,4.0,1,
72033,113659842,Boulder,King of The Castle,V0-1,4.0,1,
72034,112542681,Boulder,Death at Midnight,V8,4.0,1,
72035,112542736,Boulder,Bone Collector,V8,4.0,1,
72036,120441104,Boulder,Meadow Arete,V4,4.0,1,
72037,107794456,Boulder,Sophie,V11,4.0,1,
72038,112570689,Boulder,Walk Hard,V2-3,4.0,1,
72039,112542659,Boulder,Death In The Evening,V2,4.0,1,
72040,112531420,Boulder,Oleander Meander,V2-3,4.0,1,
72041,107064623,Boulder,Last Action Hero,V6,4.0,1,
72042,112542760,Boulder,Revolution Arete,V2-3,4.0,1,
72043,112542713,Boulder,Have Not,V6-7,4.0,1,
72044,113139746,Boulder,Divine Gesture,V3,4.0,1,
72045,107235790,Boulder,Lullabies For Little Criminals,V6,4.0,1,
72046,112542705,Boulder,Dangerous Summer,V4,4.0,1,
72047,112542730,Boulder,Liberty Warm-Up,V0,4.0,1,
72048,112542602,Boulder,Winner Take All,V4,4.0,1,
72049,112542753,Boulder,Collective Corner,V2,4.0,1,
72050,108125334,Boulder,Get Your Gun (Direct),V7,4.0,1,
72051,108041885,Boulder,Saber-Toothed,V4,4.0,1,
72052,107252831,Boulder,Aint Got Time To Bleed,V6,4.0,1,
72053,111875980,Boulder,Hail Storm,V7,4.0,1,
72054,111685519,Boulder,Jolene,V3,4.0,1,
72055,108395879,Boulder,Dorothy,V4-5,4.0,1,
72056,111875964,Boulder,Badger,V3,4.0,1,
72057,120441115,Boulder,Wildflower Arete,V3,4.0,1,
72058,109605966,Boulder,Comanche Moon,V8,4.0,1,
72059,107717444,Boulder,Beast Master,V7,4.0,1,
72060,108216935,Boulder,Gum Drops & Sugar Plums,V7,4.0,1,
72061,108235496,Boulder,Bulls on Parade,V5-6,4.0,1,
72062,109327901,Boulder,Cool Hand Luke,V4,4.0,1,
72063,108154799,Boulder,Black Widow,V6-7,4.0,1,
72064,110478236,Boulder,Thunder Dyno,V5-6,4.0,1,
72065,107252869,Boulder,Ramulus,V8,4.0,1,
72066,108908448,Boulder,Canis Dirus,V7,4.0,1,
72067,110520669,Boulder,Bumpy Nose Arete,V4,4.0,1,
72068,110278946,Boulder,Triple Sec (Direct) Project,V8-9,4.0,1,
72069,108984924,Boulder,War Horn,V7,4.0,1,
72070,108394455,Boulder,Thunder Mammal,V4,4.0,1,
72071,110278929,Boulder,Triple Threat Project,V7,4.0,1,
72072,109482872,Boulder,Bazinga,V4-5,4.0,1,
72073,109639316,Boulder,Jäger,V5,4.0,1,
72074,110520690,Boulder,Cauldron,V6,4.0,1,
72075,108146594,Boulder,Transpiration (direct),V5,4.0,1,
72076,109071251,Boulder,Renaissance,V7,4.0,1,
72077,109509466,Boulder,Amanitas Arête,V2,4.0,1,
72078,109482889,Boulder,Struttin',V6-7,4.0,1,
72079,108945363,Boulder,Principia,V7-8,4.0,1,
72080,109033159,Boulder,Full Panic,V0,4.0,1,X
72081,109318270,Boulder,"Lonesome, Onry, & Mean",V2,4.0,1,
72082,108434163,Boulder,Grayson Grimace,V5-6,4.0,1,
72083,108179239,Boulder,Mad Max,V5,4.0,1,
72084,109458683,Boulder,Monster Truck,V2-3,4.0,1,
72085,108154774,Boulder,Long Legs,V0-1,4.0,1,
72086,108908330,Boulder,Calamity,V4,4.0,1,X
72087,109458499,Boulder,Devils Britches,V2-3,4.0,1,
72088,109112492,Boulder,Rage Arete,V1,4.0,1,
72089,109521930,Boulder,Julep Left,V4,4.0,1,
72090,109485064,Boulder,Grave Digger (Stand),V0-1,4.0,1,
72091,108945130,Boulder,Calamity Arete,V3,4.0,1,R
72092,109458540,Boulder,Atom Smasher,V0-1,4.0,1,
72093,109509458,Boulder,Death Cap,V3-4,4.0,1,
72094,109509481,Boulder,Black Trumpet,V2-3,4.0,1,
72095,109483093,Boulder,Wake Robin,V2-3,4.0,1,
72096,108938143,Boulder,Buffalo Roof (sit),V4,4.0,1,
72097,107931780,Boulder,Crucible,V5,4.0,1,
72098,108935599,Boulder,Mint Julep,V6,4.0,1,
72099,107468663,Boulder,Ginseng Roof (V7),V7,4.0,1,
72100,108020936,Boulder,Golden Gate,V5,4.0,1,
72101,108390305,Boulder,Wildside,V5,4.0,1,
72102,108935749,Boulder,Thunder Dihedral,V0-1,4.0,1,
72103,108945227,Boulder,Bewegungslehre,V3,4.0,1,
72104,108212304,Boulder,'The Declaration,V9,4.0,1,
72105,108408664,Boulder,Apex Crack,V2,4.0,1,
72106,107305916,Boulder,Escape From Alcatraz,V7,4.0,1,
72107,108952666,Boulder,Mavrick,V4-5,4.0,1,
72108,109028960,Boulder,Master Thrutch,V4-5,4.0,1,
72109,108953093,Boulder,Counter Weight,V3-4,4.0,1,
72110,108390287,Boulder,Hang Ten Dyno,V5,4.0,1,
72111,107160143,Boulder,Illuminate,V2,4.0,1,
72112,108183730,Boulder,Some Kind of Madness,V7+,4.0,1,
72113,108125320,Boulder,Zero Dark Thirty,V5-6,4.0,1,
72114,108945123,Boulder,Wild Ten,V2,4.0,1,
72115,108972357,Boulder,Dynosaur Direct,V2-3,4.0,1,
72116,108205068,Boulder,Freedom Eagle,V8-9,4.0,1,
72117,108390314,Boulder,Point Break,V6,4.0,1,
72118,107289878,Boulder,No Mans Land,V3-4,4.0,1,R
72119,108420303,Boulder,Burning Bright,V4,4.0,1,
72120,107936445,Boulder,Doom's Day,V4-5,4.0,1,
72121,108276652,Boulder,Quartzite Stripes,V6-7,4.0,1,
72122,108273137,Boulder,Justice For All,V3,4.0,1,
72123,108042351,Boulder,Count Crackula,V1,4.0,1,
