,ID,type,name,Vermin,stars,votes,safety
1815,112282860,Boulder,Backslash,V3-4,3.0,1,
1816,116385591,Boulder,Perfect Blue,V2,3.0,1,
1817,116521074,Boulder,Raw Tuna,V4,3.0,1,
1818,116534539,Boulder,Bonito,V4,3.0,1,
1819,116534506,Boulder,Miso,V2,3.0,1,
1820,116521062,Boulder,Sticky Rice,V1,3.0,1,
1821,116208335,Boulder,Yabo Roof Redux,V3-,3.0,1,
1822,116534477,Boulder,Nsibidi,V0,3.0,1,
1823,116208290,Boulder,Do it for the Meth,V2-,3.0,1,
1824,118155956,Boulder,Bail Out,V3,3.0,1,
1825,116490334,Boulder,Canis latrans Tavern,V4,3.0,1,
1826,116490261,Boulder,Pistachio,V4,3.0,1,
1827,112285723,Boulder,Touched by a Merman,V6,3.0,1,
1828,112543296,Boulder,Robocat,V2,3.0,1,
1829,112457760,Boulder,Chunt,V3,3.0,1,
1831,112457579,Boulder,Baleen,V6,3.0,1,
1833,112372410,Boulder,Petroglyph,V2,3.0,1,
1834,110535718,Boulder,Piglet,V2,3.0,1,
1835,112457666,Boulder,The Cuban,V4,3.0,1,
1836,112383644,Boulder,Two Knots,V3,3.0,1,
1837,112517368,Boulder,Jaga,V0,3.0,1,
1838,112517327,Boulder,Ursa Major Traverse,V3-4,3.0,1,
1839,112539684,Boulder,Rainbow Hawk,V2,3.0,1,
1840,112425891,Boulder,Hippopotamus,V2,3.0,1,
1841,112457536,Boulder,Couvade,V2-3,3.0,1,
1842,112457623,Boulder,Bone Collector,V3,3.0,1,PG13
1843,112539721,Boulder,That's the Phattest Lizard I've Ever Seen.,V1-2,3.0,1,
1844,112457698,Boulder,Hippocampus,V1,3.0,1,
1845,112539943,Boulder,Tusk,V2,3.0,1,
1846,112775417,Boulder,Mad Cow,V3-4,3.0,1,
1847,112510844,Boulder,Little Hulk,V0,3.0,1,
1848,112539702,Boulder,Hawk's Lunch,V1,3.0,1,
1849,112457558,Boulder,Animism,V2,3.0,1,
1850,112544594,Boulder,Full Metal Jacket,V1-2,3.0,1,
1851,112539966,Boulder,Hawks lunch,V1+,3.0,1,
1852,112539743,Boulder,Newport,V0,3.0,1,
1853,112465638,Boulder,Rouge Arete,V1,3.0,1,
1854,112457690,Boulder,Crocodile,V2,3.0,1,
1855,107084141,Boulder,Uncle Sam,V0-1,3.0,1,
1856,116208221,Boulder,Afternoon Tea,V0-1,2.5,2,
1857,118200491,Boulder,Electric Lucifer,V1-2,2.5,2,
1859,112425942,Boulder,Maduro,V0,2.5,2,
1860,112457743,Boulder,Poseidon (Direct),V2,2.5,2,
1861,107418342,Boulder,Time Out,V1-2,2.5,2,
1862,116208373,Boulder,Vengeful Humming Bird,V0+,2.0,2,
1863,116521228,Boulder,Honky Chateau,V2-3,2.0,1,
1864,118625604,Boulder,Tokyo Godfathers,V0-1,2.0,1,
1865,116827424,Boulder,Tiny Boat Right,V1-2,2.0,1,
1866,116622508,Boulder,Hillside Crack,V0,2.0,1,PG13
1867,116622530,Boulder,Face-Left,V0,2.0,1,PG13
1868,116622517,Boulder,Hillside Face,V0,2.0,1,PG13
1869,116521175,Boulder,Picasso is Gonna Die,V1-2,2.0,1,
1870,116827323,Boulder,Flying Saucer,V1-2,2.0,1,
1871,116521171,Boulder,Monet is Dead,V1-2,2.0,1,
1872,112413851,Boulder,Emic,V0,2.0,1,
1873,112413892,Boulder,TNT,V1,2.0,1,
1874,112457796,Boulder,Hieroglyphics,V0,2.0,1,
1875,110535694,Boulder,The Bulge,V1-,2.0,1,
1876,112775376,Boulder,Sap Drop,V1,2.0,1,
1877,112539923,Boulder,2 fingers and a Newport,V0-,2.0,1,
1878,112540044,Boulder,Mammoths mantel,V0-,2.0,1,
1879,112540039,Boulder,Ivory,V0-,2.0,1,
1880,112457782,Boulder,Knot,V0,2.0,1,
1883,105722578,Boulder,Planet X,V6,4.9,25,R
1894,108470018,Boulder,Mushroom Traverse,V1,5.0,1,
1901,108343605,Boulder,Bachar Cracker of Bernasconi,V4+,4.5,2,
1903,108470005,Boulder,B-1 Crack,V4+,4.5,2,
1912,108470038,Boulder,Mandatory Mushroom.,V6,4.0,2,
1914,108343596,Boulder,Jon's Mantel,V3,4.0,1,
1915,108470043,Boulder,Roadrunner.,V3-,4.0,1,
1929,108346258,Boulder,SouthWest Passage,V0,3.5,2,PG13
1951,108470067,Boulder,Black Spots,V1-2,3.0,1,
1952,108471783,Boulder,Jon's Mantel left,V1,3.0,1,
1953,108343583,Boulder,Erik's Face,V2,3.0,1,
1954,108377879,Boulder,The North Face Traverse,V2,3.0,1,
1975,106327362,Boulder,Boobs boulder,V0,2.0,1,
1977,105992289,Boulder,Pink Crack,V2-3,4.3,95,
2004,106124231,Boulder,Turtle Dome Crack,V1,4.5,26,
2008,106121624,Boulder,Tissiack,V0,3.7,38,PG13
2009,106121282,Boulder,In the Picture,V4,4.8,15,
2017,106358450,Boulder,Beach Problem,V2+,4.7,15,PG13
2020,114933738,Boulder,Roof Crack,V6,5.0,6,
2025,106121735,Boulder,King Bee,V1,3.4,37,
2028,106122872,Boulder,Auto Pilot,V4-,5.0,4,
2029,106121270,Boulder,Five Niner,V1-2,4.0,23,
2030,106987346,Boulder,Flabob,V6,5.0,3,
2032,106121747,Boulder,Bumble Bee,V2+,4.0,22,
2033,107011032,Boulder,In My Time of Dimes,V4-5,5.0,3,
2038,106987261,Boulder,Surrealistic Pillar,V1-2,5.0,2,
2040,106987316,Boulder,Window pane,V4,5.0,2,
2043,106987366,Boulder,The Pop Gun,V4,5.0,1,
2044,109836000,Boulder,The White Bowser,V6,5.0,1,
2046,106989344,Boulder,Psychoanalysis,V5,5.0,1,
2048,106990759,Boulder,Saran Wrap,V5,5.0,1,
2050,106121259,Boulder,Masterlock,V3,4.2,17,
2051,106121321,Boulder,The Mug,V5,4.0,21,
2055,106121288,Boulder,Over-exposed,V5,4.6,7,R
2060,106122946,Boulder,Triangle Face,V1,4.0,17,PG13
2063,107021512,Boulder,Inscription Mantel,V3,4.6,5,PG13
2068,106121672,Boulder,Pink Bug,V7,4.4,5,
2071,106659716,Boulder,Antenna Roof,V0,4.1,11,PG13
2074,116955853,Boulder,Tektite,V1,4.5,2,
2075,106994768,Boulder,Middle of the Road Madness,V7,4.5,2,
2078,106652574,Boulder,Peppertree Right,V5,4.5,2,
2081,106121592,Boulder,Linear Fracture Traverse,V2-3,3.9,13,
2083,105928876,Boulder,Borson's Leftside,V1,3.5,22,
2089,106121609,Boulder,Beehive Mantle,V1,3.3,24,
2090,106121293,Boulder,Teflon,V4-5,4.1,7,
2093,108604876,Boulder,King Bee Dyno,V2+,4.2,6,
2095,110127177,Boulder,Problem E,V4,4.3,4,
2107,106121617,Boulder,Trapeze,V0,3.8,9,
2110,107013083,Boulder,Crank Like a Cancer,V1,3.7,10,PG13
2111,106358517,Boulder,Haney Wall,V1,3.5,13,PG13
2112,106410691,Boulder,Dynamite Crack,V0-,3.5,13,
2114,106410642,Boulder,Peppertree Crack,V0-,3.3,18,
2116,106358426,Boulder,Flight of the Bumble Bee,V4,4.0,3,
2117,106692946,Boulder,The Bum,V2,4.0,3,
2120,106358510,Boulder,Muir Trail,V2,4.0,3,PG13
2122,107454441,Boulder,Mrs Reagan,V2+,4.0,3,
2126,106692938,Boulder,Street Corner,V1,3.7,9,
2128,106124215,Boulder,Overhung,V1,3.2,19,
2129,120462671,Boulder,Mantlectomy,V4,4.0,2,
2131,118760232,Boulder,Make America Exotic,V4-,4.0,2,
2132,112431727,Boulder,You know Candice?,V3-4,4.0,2,
2133,110196075,Boulder,Black Eye Arête,V3-4,4.0,2,
2135,107996791,Boulder,Problem A,V2-,4.0,2,PG13
2138,116756786,Boulder,Castaways,V4,4.0,1,
2139,116956188,Boulder,Beehive Mantle (SDS),V6,4.0,1,
2140,107968939,Boulder,Mother Fuc$er!,V6,4.0,1,
2141,110455952,Boulder,Offwidth  5,V0,4.0,1,
2142,120462760,Boulder,The Octopus,V6-7,4.0,1,
2144,120516375,Boulder,Presto Digitator,V6,4.0,1,
2146,108426278,Boulder,Obi Wan,V5,4.0,1,
2148,109507303,Boulder,Circle Crack,V5,4.0,1,
2150,109507273,Boulder,Circle Crack Arête,V4,4.0,1,
2151,120462730,Boulder,Minor Mantle,V3,4.0,1,
2154,109493456,Boulder,Funky Ass Crack,V3+,4.0,1,
2155,106983985,Boulder,The Ex,V4,4.0,1,
2157,109512131,Boulder,Windex,V0,4.0,1,
2158,107011040,Boulder,Funk-U-Later,V3-4,4.0,1,
2159,107996824,Boulder,Her Crack,V0,4.0,1,
2160,109512114,Boulder,Punch Bowl Right,V0,4.0,1,
2163,107440171,Boulder,Spencer,V2-3,3.8,5,
2164,107979080,Boulder,Overfilled Water Bed,V2+,4.0,1,PG13
2165,106987355,Boulder,Cox's Overhang,V4,4.0,1,
2167,106659767,Boulder,Bugger Any Which Way You Can,V3-,4.0,1,
2168,106124336,Boulder,One Way Street,V1,3.6,8,
2178,107925415,Boulder,High Water,V0,3.8,4,
2179,107440220,Boulder,Crosswalk,V3,3.8,4,
2181,106337778,Boulder,Cornerstone Righthand,V1+,3.3,12,
2188,106652603,Boulder,Momma's In New York,V2+,3.7,3,
2189,106652612,Boulder,J. Elvis,V4-,3.7,3,PG13
2192,108022779,Boulder,Problem D,V0-,3.7,3,
2195,106121741,Boulder,Killer Bees,V4-5,3.4,7,
2198,106121639,Boulder,Black Gnat,V2,3.2,11,
2200,107003694,Boulder,Half Moon Crack,V1,3.5,4,
2202,107925389,Boulder,Back Alley,V1,3.5,4,
2204,105928870,Boulder,Black Pinch,V1+,3.1,12,
2205,106122932,Boulder,The Finger Crack,V0,3.3,8,
2210,109527330,Boulder,Beetle Juice,V2,3.4,5,
2211,106358534,Boulder,Slab and Tickle,V1-,3.4,5,PG13
2212,106121763,Boulder,Cherry Dip Scoop,V1,3.4,5,PG13
2213,106659705,Boulder,Problem A,V1-2,3.4,5,
2215,106121754,Boulder,Thumbelina,V0,3.3,7,R
2216,106394358,Boulder,Isosceles,V1+,3.3,6,X
2219,118760204,Boulder,Doc Mantle,V4,3.5,2,
2220,115461215,Boulder,Slip N' Slide,V0+,3.5,2,
2221,112856497,Boulder,The Tomahawk,V4-,3.5,2,
2223,107100241,Boulder,Skidder,V3,3.5,2,
2228,106659773,Boulder,Bugger As Fast As You Can,V2,3.5,2,
2229,106121632,Boulder,Direct Northwast Face (aka Left Half Dome Crack),V0,2.6,19,PG13
2232,106410681,Boulder,Dynamite Face,V0,2.7,17,
2236,110127049,Boulder,Problem A,V1,3.3,3,
2237,105928858,Boulder,Borson's Mantel,V4-,3.2,6,
2241,111365417,Boulder,The Arete,V1,3.3,4,
2242,106409466,Boulder,Circle of Life Down on the Beach,V1,3.3,4,PG13
2243,107925407,Boulder,Run For It,V2+,3.2,5,
2244,106124342,Boulder,Franklin Street,V2+,3.3,4,
2245,106410648,Boulder,Peppertree Crank,V3,3.3,4,
2246,106337769,Boulder,Cornerstone Lefthand,V0,2.8,12,
2249,107925972,Boulder,Problem B,V1,3.0,7,
2250,106410655,Boulder,Peppertree Problem,V2,3.0,7,
2252,112537742,Boulder,Steck-Salathe,V0,3.0,6,
2255,106358407,Boulder,B Movie,V1+,2.8,10,
2260,108022743,Boulder,Problem A,V0,3.0,5,
2261,106124317,Boulder,Dutzi,V0-,3.0,5,
2267,106124852,Boulder,Hugs and Pinches,V1,3.0,3,
2268,107466238,Boulder,The Fu Crack,V0,3.0,3,
2269,106409162,Boulder,Low Level Girdle,V1+,3.0,3,
2270,107454518,Boulder,Clinker,V2,3.0,3,R
2271,107476207,Boulder,Aggravation,V0,3.0,3,
2272,107454416,Boulder,Tiny Hole Mantle,V1,3.0,3,
2273,106652556,Boulder,Peppertree Arete,V2+,3.0,3,
2274,106122953,Boulder,Triangulation,V0+,2.8,6,
2277,118760266,Boulder,Travis' Crack,V0+,3.0,2,R
2280,112431701,Boulder,Jam out with your clam out,V1-,3.0,2,
2283,110127024,Boulder,Problem A,V1+,3.0,2,
2284,110127169,Boulder,Problem D,V2,3.0,2,
2285,107454496,Boulder,Fly Ash,V1+,3.0,2,
2286,107077771,Boulder,Harrison's Peanut,V1,3.0,2,
2287,107446986,Boulder,Matt,V4,3.0,2,PG13
2289,116093017,Boulder,Sunrise Crack,V2,3.0,1,
2290,120116615,Boulder,Bung Hole,V2-3,3.0,1,
2294,120164706,Boulder,Jeremiah's Traverse,V1+,3.0,1,
2295,120157647,Boulder,Charred Shrub,V0-1,3.0,1,
2297,109493330,Boulder,Goliath on the rock,V3-4,3.0,1,R
2302,108503302,Boulder,Evil Traverse,V2,3.0,1,
2303,110227832,Boulder,His Face,V0,3.0,1,
2304,108082849,Boulder,Stinky rabbit crankin's for kids,V4,3.0,1,
2307,107925396,Boulder,Face Lift,V7,3.0,1,
2308,107925423,Boulder,Over Your Head,V3,3.0,1,PG13
2309,107454453,Boulder,Mama Mantel,V4,3.0,1,
2310,107011037,Boulder,Funky Dike,V1,3.0,1,
2312,107926058,Boulder,Problem A,V1,3.0,1,
2314,106990772,Boulder,Roll up the Window,V4,3.0,1,
2315,107077763,Boulder,Brainiac,V0,3.0,1,
2316,107947965,Boulder,Beryllium,V1-,3.0,1,R
2317,107926016,Boulder,Problem C,V1,3.0,1,
2318,107979369,Boulder,Horizontal Bands,V3,3.0,1,R
2319,107979525,Boulder,Problem E,V0-,3.0,1,
2320,107926065,Boulder,Problem B,V1,3.0,1,
2321,107454572,Boulder,Problem B,V2,3.0,1,PG13
2322,107926022,Boulder,Problem D,V0,3.0,1,
2323,107454591,Boulder,Problem C,V3,3.0,1,R
2324,107013368,Boulder,Tenderfoot,V2,3.0,1,
2326,106659762,Boulder,A Fear of Flying,V2,3.0,1,PG13
2327,107013349,Boulder,Boy Scout Mantle,V0,3.0,1,
2328,120608578,Boulder,Continuing Education,V1-2,3.0,1,
2329,108022733,Boulder,Problem A,V0-,2.6,8,
2330,106121599,Boulder,Tiny Crack,V3,2.8,4,
2332,107440228,Boulder,Problem B,V0,2.7,6,
2342,108022771,Boulder,Problem C,V0-,2.7,3,
2343,107925965,Boulder,Problem A,V0-,2.7,3,
2345,107494285,Boulder,The Handle,V0,2.5,6,
2346,106337531,Boulder,Problem C,V0-,2.4,7,
2348,108022763,Boulder,Problem B,V0-,2.5,4,
2349,106394341,Boulder,Problem A,V0-,2.5,4,
2352,107925979,Boulder,Problem C,V0,2.4,5,
2353,106337784,Boulder,Cornerstone Right to Left,V1,2.4,5,
2354,109493542,Boulder,Wall Nut,V2,2.5,2,
2358,106124871,Boulder,The Cheater Overhang,V0-,2.5,2,
2359,107440089,Boulder,Mantel Place,V0,2.5,2,
2360,107454541,Boulder,Full Moon,V2+,2.5,2,R
2361,107925402,Boulder,The Hand That Takes,V4-,2.5,2,
2363,107447038,Boulder,Street Mantle,V2,2.5,2,
2365,107979535,Boulder,Problem F,V0,2.5,2,
2366,107979505,Boulder,Problem C,V0-,2.5,2,
2367,107454144,Boulder,Problem B,V0,2.5,2,
2368,107926041,Boulder,Problem G,V0,2.5,2,
2370,107476218,Boulder,Drunk at the Wedding,V0-,2.5,2,
2371,110127156,Boulder,Problem B,V0,2.3,3,
2372,106124273,Boulder,Gold,V0,2.3,3,
2373,106124256,Boulder,Green,V0-,2.3,3,
2374,108022712,Boulder,Problem A,V0,2.3,3,
2376,106652567,Boulder,Peppertree Left,V0,2.3,4,
2377,106652588,Boulder,The Arete,V0,2.2,5,
2378,107013414,Boulder,Armpit Mantle,V0,2.3,4,
2383,106358485,Boulder,Problem C,V0,2.0,3,
2387,106121263,Boulder,Big Rock Boys Mantle,V5,2.0,2,
2392,105722755,Boulder,Slashface,V3,4.9,101,R
2393,105725464,Boulder,JBMFP,V5,4.9,169,
2394,105722992,Boulder,Pigpen,V4,4.9,143,
2399,105722608,Boulder,Stem Gem,V4,4.8,151,
2408,105723517,Boulder,Saturday Night Live,V4,4.6,116,
2418,105724441,Boulder,The Chube,V2,4.4,277,
2434,106329025,Boulder,Sloper Safari,V4,4.2,158,
2438,106072721,Boulder,Hobbit Hole Offwidth,V0,4.2,129,
2440,107905741,Boulder,Nicole Overhang,V6,4.2,81,
2448,106048290,Boulder,False Hueco Traverse,V2,4.0,235,
2456,106039628,Boulder,Yabo Roof,V3,4.0,131,
2460,105722209,Boulder,Pinhead,V0,3.9,253,
2467,106066269,Boulder,Yabba Dabba Don't,V3,3.9,134,
2478,107934846,Boulder,Little Chucky,V4,3.8,124,
2487,106048286,Boulder,False Hueco,V1,3.7,174,
2492,105725713,Boulder,Not So Thin Lizzie,V3,3.7,88,
2499,105723397,Boulder,Caveman,V7-,4.6,61,
2513,105908403,Boulder,The Boxer Problem,V2,3.5,118,
2522,105725470,Boulder,Chuckawalla,V1,3.5,107,
2524,106069406,Boulder,Classic Thin Crack,V2,4.0,69,
2538,105908399,Boulder,Undertow,V3,3.8,72,
2540,105933364,Boulder,Thingamajig,V0-,3.4,84,
2546,106169368,Boulder,Holenoid (aka The Grundle from Down Under),V0+,3.3,111,
2559,105725209,Boulder,Betty Jo Yablonksi,V0,4.6,52,R
2563,107601458,Boulder,Satellite Boulder Left,V3,4.5,54,PG13
2581,105722911,Boulder,Streetcar Named Desire,V6-7,4.8,45,
2586,106118096,Boulder,Lynn Hill Memorial Face Problem,V4,4.6,48,
2592,105722908,Boulder,High Noon,V5,4.5,50,
2596,105725467,Boulder,Flintlock Dyno,V0,2.9,120,
2616,106662822,Boulder,Mystical Vibrations,V5,4.1,53,
2623,106332352,Boulder,Bulgemaster,V2,3.5,64,
2625,108854273,Boulder,Igneous Ambiance,V7,4.3,47,
2626,106076122,Boulder,Turnbuckle,V1,3.3,68,
2629,106649431,Boulder,The Halfling,V1+,3.5,64,
2631,106123972,Boulder,Fidelman Arete,V1,3.1,71,
2637,106708072,Boulder,Meadows Direct,V6,4.4,44,
2648,105901228,Boulder,"Turtle Face, Left",V1,3.7,55,
2652,106649385,Boulder,Sweetielicious,V0-,3.4,61,
2664,105723292,Boulder,All Washed Up,V6,4.9,28,
2677,106115235,Boulder,Fishbait,V1,3.0,62,
2679,106292521,Boulder,Zippy the Pinhead,V0+,3.2,59,
2683,106934624,Boulder,Scatterbrain,V6,4.6,29,
2687,105725710,Boulder,Thin Lizzie,V8,4.6,28,
2692,105722803,Boulder,Gripper Traverse,V0,3.1,57,
2694,105725293,Boulder,Dynamo Hum,V1,3.9,41,
2697,105901886,Boulder,Pumping Monzonite,V7-8,4.8,22,
2699,106801960,Boulder,The Inquisition,V6,4.9,19,
2703,105723304,Boulder,Collieherb,V0,3.7,42,
2711,111808964,Boulder,Master Cylinder,V5,4.8,19,
2717,106662629,Boulder,Mulligan Variation,V8-,4.0,33,
2719,106039638,Boulder,False Blockhead,V1,3.2,50,
2720,106625231,Boulder,Walking Mexican Down the Hall,V0,3.5,43,
2721,108085516,Boulder,Iron Meteorite (aka Kingpin),V5,4.9,14,PG13
2727,105725494,Boulder,Off Camber,V4,4.0,32,
2733,105722893,Boulder,Chili Sauce (aka Moffat Problem),V7,4.5,22,
2734,106039440,Boulder,Picture Perfect,V1,3.5,41,
2751,113620731,Boulder,The Easiest Yogi Eliminate Variation,V8,4.2,24,
2767,106136573,Boulder,La Migra,V3,3.8,32,
2768,108549284,Boulder,X-Men,V4,4.2,23,
2769,107455255,Boulder,Diary of a Dope Fiend,V8,4.9,9,
2776,108017981,Boulder,Chorizo Tacos,V4,3.8,30,
2777,106039616,Boulder,Yardarm,V1,3.0,46,
2784,109022710,Boulder,Ryan's Roof,V5,3.7,32,
2787,114241079,Boulder,Left Nixon Crack,V0,4.3,18,PG13
2789,105908394,Boulder,Scuttlebutt,V1,3.1,43,
2795,106693819,Boulder,Coyote Corner,V1,4.3,18,R
2802,106118126,Boulder,The Bardini Crack (aka: Blas Beemer),V2,3.7,30,
2803,106039632,Boulder,Nitwit,V0,2.9,47,
2805,105908389,Boulder,Right Arete,V0-,2.6,52,
2806,106294784,Boulder,Morning Glory,V1,3.5,33,
2808,108734026,Boulder,Saxwing on the DL,V5,4.0,23,
2813,106118465,Boulder,Right Arete,V0-,3.3,37,
2817,118130718,Boulder,Caveman Finish,V3,3.7,28,
2820,120052231,Boulder,Caveman Yabo,V10-,5.0,2,
2824,108005790,Boulder,Pinched Loaf,V6,4.5,13,
2825,115370817,Boulder,Stem Gem Mantle,V5,5.0,2,
2830,106073444,Boulder,Don't Mess with Texas,V1,3.2,38,
2832,106662637,Boulder,False Blockhead Sit Start,V5,3.5,33,
2843,105722809,Boulder,"Intersection Boulder, Left",V0,3.3,36,
2845,106048550,Boulder,So High,V5,4.5,10,R
2851,105723310,Boulder,Lunge For It (aka All Lunged Out),V3,3.5,31,
2852,107579672,Boulder,The Funktion,V3,4.8,5,R
2854,120112423,Boulder,Do or Do Not,V5,5.0,1,R
2856,108539246,Boulder,Alien Arete,V5,5.0,1,R
2861,107087556,Boulder,Scum Bag,V8-9,5.0,1,
2863,106143002,Boulder,Act of Contrition,V3,4.6,8,R
2864,120620787,Boulder,South of Heaven,V3,5.0,1,
2944,106151277,Boulder,Nicole Face,V3-4,4.7,18,
2970,108056142,Boulder,Roasted and Raw,V12,5.0,1,
2982,106152051,Boulder,Body and Soul,V5,4.6,7,
2983,106151249,Boulder,Bodyglove,V4,4.6,7,
2991,106104512,Boulder,Iron Resolution,V12+,4.7,3,
2992,106835225,Boulder,EJ Deluxe,V5,4.6,5,
3000,120205553,Boulder,Cameltoe Crack,V0,4.7,3,
3010,106152798,Boulder,Dark Matter,V9,4.7,3,
3018,106345888,Boulder,Native Arete,V0,4.0,16,
3039,106048308,Boulder,Powell Face,V3,3.7,20,
3041,109964898,Boulder,Kentucky Fried Christ,V2,4.5,4,
3061,113923195,Boulder,Locker's Face,V1,4.5,2,
3062,106149980,Boulder,Sex Magician,V7,4.5,2,
3076,108806381,Boulder,Secret Samurai,V4,3.6,17,PG13
3083,108757305,Boulder,EJ Deluxe Escape,V3,4.0,10,
3091,106711063,Boulder,Doin' The Cockroach,V4,3.7,15,
3114,106400474,Boulder,Monkey Gone to Heaven,V3,3.3,22,
3119,108716729,Boulder,Monkeyflower,V3,3.7,14,
3120,106400458,Boulder,Pixie Dust,V1,3.4,20,
3133,106392474,Boulder,Corner Problem,V0,3.4,20,
3144,108017958,Boulder,Chorizo Taco Stand,V2,3.2,23,
3155,105722806,Boulder,Ripper,V2,3.0,25,
3156,106356194,Boulder,Lost Generation,V0-,3.5,15,
3158,106150424,Boulder,Arete Boulders Crack,V0-,3.1,24,
3173,106104520,Boulder,Shanghai Noon,V6,3.9,7,
3174,107432627,Boulder,Block Problem,V0,3.9,7,
3178,106345895,Boulder,Native Arete SDS,V1,4.0,4,
3190,106416406,Boulder,Skimbles,V6,3.4,15,
3239,105900396,Boulder,Big Bob's Big Wedge,V5,4.9,38,
3248,105722866,Boulder,Psyche,V4,5.0,9,
3249,105722161,Boulder,Alexandria,V6,4.9,10,
3261,105908431,Boulder,Dike Face,V5-,4.3,16,
3274,114338783,Boulder,3-Star Lieback,V0-,4.3,9,
3287,106359702,Boulder,Dripper Left,V2,4.5,2,
3302,106153578,Boulder,Mirage,V2-3,3.8,11,
3319,116751504,Boulder,4-Star Dyno,V6,4.0,3,
3324,114149841,Boulder,Slash Babyface,V0,3.7,9,
3326,117537429,Boulder,The Peanut,V7,4.0,2,R
3329,106708018,Boulder,Tips Be Gone Traverse,V7,4.0,2,
3333,120062505,Boulder,Stoney Point Simulator,V4,4.0,1,
3336,120062532,Boulder,Unnamed,V0,4.0,1,
3338,120110363,Boulder,3-Star-Crack,V0,4.0,1,
3340,120333949,Boulder,Mission Crack,V0+,4.0,1,PG13
3342,107087639,Boulder,Cave Rock Problem,V4,4.0,1,
3360,120585645,Boulder,Mind The Gap,V0+,4.0,1,R
3389,105908473,Boulder,[Redacted],V8+,3.7,3,
3391,105722902,Boulder,Lotus Flower,V3+,3.7,3,
3392,106585643,Boulder,Tour of Duty,V2+,3.7,3,
3396,106708006,Boulder,Tips Be Gone,V5+,3.5,6,
3421,106391573,Boulder,Slashdance,V3,3.3,6,
3425,116217465,Boulder,PB is a little brown dog,V0,3.5,2,
3435,106681794,Boulder,Binding Arete,V0,3.5,2,
3440,106360122,Boulder,Dripper Right,V0+,3.5,2,
3441,106346058,Boulder,Blackdot,V2,3.5,2,
3447,106683167,Boulder,Purple Helmet,V1,3.1,8,
3449,108493975,Boulder,Base Layer,V1,3.3,3,
3453,106379351,Boulder,Browning Slab,V0+,3.3,3,R
3501,106380307,Boulder,Xenocryst,V1,3.0,5,
3529,108053570,Boulder,Shadow of the Slash Right,V0+,3.0,3,
3534,106346042,Boulder,Bluecut,V0,3.0,3,
3535,106658051,Boulder,Knuckleball,V2,3.0,3,
3541,106380321,Boulder,Email,V3,3.0,3,
3543,106658075,Boulder,Curveball,V5,3.0,3,
3544,106153584,Boulder,Mirage Left Exit,V4,3.0,3,
3545,106346084,Boulder,Cinders,V0+,3.0,3,
3560,114149790,Boulder,Babyface Nelson,V4,3.0,2,
3582,106491416,Boulder,Old Chub,V0-,3.0,2,
3584,106681811,Boulder,Remote Sensor,V1,3.0,2,
3586,106619785,Boulder,Hop Juice,V3,3.0,2,
3587,106658064,Boulder,Gutterball,V3,3.0,2,
3588,106491429,Boulder,Ten Fidy,V0,3.0,2,
3603,120062545,Boulder,Unnamed,V0+,3.0,1,
3604,118155768,Boulder,Which is Wort,V0,3.0,1,R
3624,120334073,Boulder,Crows Nest Traverse,V1,3.0,1,
3629,120110270,Boulder,Bruanstein Freres,V0-,3.0,1,
3641,108039089,Boulder,Hidden Crack,V3,3.0,1,
3644,107087650,Boulder,Certain Slab,V0,3.0,1,
3647,105722899,Boulder,The River Nile,V9,3.0,1,R
3650,107087613,Boulder,Uncertain Traverse,V4,3.0,1,
3654,106667553,Boulder,Premium Miniature,V0-,3.0,1,
3656,108054737,Boulder,PGD Arete,V2,3.0,1,
3671,106359710,Boulder,Driblet,V4,3.0,1,
3680,106360096,Boulder,Puttyface,V4,3.0,1,
3682,105724348,Boulder,Lessons In Flight,V2,3.0,1,
3683,106458184,Boulder,Walk the Line,V1+,3.0,1,
3685,106360106,Boulder,Silly Putty,V1,3.0,1,
3686,106458227,Boulder,Chocolate Slab,V0+,3.0,1,
3687,105722593,Boulder,White Rastafarian,V2,4.9,203,R
3688,105789389,Boulder,Swinging Richard,V4,4.2,46,
3704,106049301,Boulder,Kirkatron,V5,4.3,6,
3705,109989625,Boulder,Chocolate Roof Left,V4,3.9,15,
3711,105789815,Boulder,Attractive Brunette,V2,2.8,36,
3716,106669160,Boulder,Penguins in Bondage,V4,4.1,7,
3720,106073439,Boulder,Western Roll (sit),V5,3.9,11,
3725,108854255,Boulder,Border Patrol (Yabo),V6,4.0,8,
3731,106073434,Boulder,Western Roll,V3,3.4,19,
3746,109989567,Boulder,Brunette Torpedo,V3,3.6,11,
3749,106708408,Boulder,Use What I Got,V2,4.0,3,
3753,120217031,Boulder,Shattery,V2,4.0,2,
3767,120131734,Boulder,Pepelats,V1,4.0,1,
3771,108495541,Boulder,Mr. Freeze,V5,4.0,1,
3772,120423417,Boulder,The Laying of Hands,V0,4.0,1,
3774,120241685,Boulder,Zoot Suit,V2-3,4.0,1,
3777,120423499,Boulder,Twin Peaks Yabo,V0+,4.0,1,
3778,120217115,Boulder,Bleeding Stone Traverse,V2-3,4.0,1,
3779,114009329,Boulder,Pistol Whipped,V4,4.0,1,
3802,109989634,Boulder,Chocolate Roof Center,V5,3.7,6,
3806,112469196,Boulder,Bardini Crack (Sit),V4,3.8,4,
3813,106587743,Boulder,Classic Melon,V3,3.8,4,
3814,105789824,Boulder,Tush,V0-,2.8,23,
